Name,Organization,Type,Location,Latitude,Longitude,Bands,Antenna,Elevation
LeafSpace - Pretoria,LeafSpace,Company,"Pretoria, South Africa",-25.7565723,28.1913815,"L, S, X",LeafSpace Antenna,1350.0
Svalbard Ground Station,KARI,Space Agency,"Svalbard, Norway",77.8749725,20.9751822,"S, X",Parabolic Dish,0.0
LeafSpace - Puertrollano,LeafSpace,Company,"Puertrollano, Spain",38.6884458,-4.1078877,"L, S, X",LeafSpace Antenna,707.0
LeafSpace - Punta Arenas,LeafSpace,Company,"Punta Arenas, Chile",-53.1633778,-70.907705,"L, S, X, Ka",LeafSpace Antenna,18.0
SpaceX Fairbanks,SpaceX,Company,"Fairbanks, Alaska, USA",64.8400511,-147.7199756,Ka,Phased Array,0.0
LeafSpace - Santa Maria,LeafSpace,Company,"Santa Maria, Azores",34.9530337,-120.4357191,"UHF, L, S, X",LeafSpace Antenna,68.0
LeafSpace - Unst,LeafSpace,Company,"Unst, United Kingdom",60.7416304,-0.9048549,"UHF, L, S, X",LeafSpace Antenna,0.0
LeafSpace - Vimercate,LeafSpace,Company,"Vimercate, Italy",45.6158909,9.3684192,"UHF, S, X",LeafSpace Antenna,197.0
LeafSpace - Longwood,LeafSpace,Company,"Longwood, St Helena",-15.950823,-5.6886443,"S, X",LeafSpace Antenna,551.0
California SNP,OneWeb,Company,"California, USA",36.778261,-119.4179324,,Parabolic Dish,148.0
Tabuk SNP,OneWeb,Company,"Tabuk, Saudi Arabia",28.3835079,36.5661908,,Parabolic Dish,773.0
LeafSpace - Maui,LeafSpace,Company,"Maui, USA",20.7983626,-156.3319253,"L, S, X",LeafSpace Antenna,664.0
LeafSpace - Monagee (Monzón),LeafSpace,Company,"Monagee, Spain",41.9157645,0.1928216,"L, S, X, Ka",LeafSpace Antenna,276.0
Arica SNP,OneWeb,Company,"Arica, Chile",-18.4782534,-70.3125988,,Parabolic Dish,26.0
Svalbard SNP,OneWeb,Company,"Svalbard, Norway",77.8749725,20.9751822,,Parabolic Dish,0.0
Cyprus SNP,OneWeb,Company,"Nicosia, Cyprus",35.1855659,33.3822764,,Parabolic Dish,131.0
Japan SNP,OneWeb,Company,"Tokyo, Japan",35.6764225,139.650027,,Parabolic Dish,39.0
LeafSpace - Nova Scotia,LeafSpace,Company,"Nova Scotia, Canada",45.0778473,-63.5466822,"L, S, X",LeafSpace Antenna,58.0
LeafSpace - Santiago,LeafSpace,Company,"Santiago, Chile",-33.4488897,-70.6692655,"L, S, X",LeafSpace Antenna,545.0
LeafSpace - Talkeetna,LeafSpace,Company,"Talkeetna, USA",62.3209046,-150.1066221,"L, S, X",LeafSpace Antenna,0.0
LeafSpace - Utqiagvik,LeafSpace,Company,"Utqiagvik, USA",71.2905556,-156.7886111,"L, S, X",LeafSpace Antenna,0.0
Sunset Beach Teleport,SES S.A.,Company,"Sunset Beach, Oahu, Hawaii, USA",21.6742181,-158.0402232,"C, Ku, Ka",Parabolic Dish,7.0
"Viasat - Pendergrass, GA (PGG)",Viasat,Company,"Pendergrass, GA, USA",34.1623292,-83.6779473,S,Viasat RTE Antenna,267.0
Viasat - Guildford (GDD),Viasat,Company,"Guildford, UK",51.23622,-0.570409,S,Viasat RTE Antenna,60.0
"Viasat - Alice Springs (ASP01, ASP02)",Viasat,Company,"Alice Springs, AU",-23.698042,133.8807471,"S, Ka",Viasat RTE Antenna,582.0
Thermopylae Ground Station,SES S.A.,Company,"Thermopylae, Greece",38.8,22.5333333,Ka,Parabolic Dish,8.0
Phoenix Ground Station,SES S.A.,Company,"Phoenix, Arizona, USA",33.4268091,-112.0641712,Ka,Parabolic Dish,330.0
Rugby Ground Station,SES S.A.,Company,"Rugby, United Kingdom",52.3786315,-1.25081,"C, Ku, Ka",Parabolic Dish,96.0
Viasat - Accra (ACC),Viasat,Company,"Accra, Ghana",5.6060955,-0.1681235,"S, Ka",Viasat RTE Antenna,65.0
Viasat - Cordoba (COR),Viasat,Company,"Cordoba, AR",-31.3155152,-64.2136596,S,Viasat RTE Antenna,476.0
Viasat - Öjebyn (OJY),Viasat,Company,"Öjebyn, Sweden",65.342949,21.3968857,"S, Ka",Viasat RTE Antenna,0.0
Viasat - Pretoria (PRY),Viasat,Company,"Pretoria, South Africa",-25.6574816,28.2147556,"S, Ka",Viasat RTE Antenna,1251.0
Viasat - Obihiro (OBO),Viasat,Company,"Obihiro, Japan",42.7312617,143.2177738,"S, Ka",Viasat RTE Antenna,149.0
Viasat - Shimoji-shima (SHI),Viasat,Company,"Shimoji-shima, Japan",24.8183207,125.1543783,"S, Ka",Viasat RTE Antenna,15.0
Thaicom Teleport Center,Thaicom,Company,"Pathum Thani, Thailand",14.0849535,100.4213891,"C, Ku",Parabolic Dish,9.0
Viasat - North Pole (NTP01),Viasat,Company,North Pole Alaska USA,64.7552465,-147.353425,"S, Ka",Viasat RTE Antenna,0.0
Viasat - Canada (YEV),Viasat,Company,Canada (Inuvik),68.3062128,-133.4975237,"S, Ka",Viasat RTE Antenna,0.0
Port Louis Teleport,ABS,Company,"Port Louis, Mauritius",-20.1608912,57.5012222,"C, Ku, Ka",Parabolic Dish,4.0
Xi'an Ground Station,China Satcom,Company,"Xi'an, China",34.21662,109.09728,,,719.0
Weinan Ground Station,China Satcom,Company,"Weinan, China",34.4999699,109.51015,,,357.0
Benavidez Teleport,Telespazio,Company,"Benavidez, Argentina",-34.4151715,-58.6867547,"C, Ku",Various,7.0
Nanning Ground Station,China Satcom,Company,"Nanning, China",22.8167299,108.3669,,,81.0
Scanzano Space Centre,Telespazio,Company,"Palermo, Italy",38.1200459,13.3229958,"C, Ku, Ka",Various,75.0
Boulder-1,Spire Global,Company,"Boulder, USA",40.0164221,-105.279267,"UHF, S",Yagi-Uda,1640.0
Redu Station (RED1),ESA,Space Agency,"Redu, Belgium",50.0075195,5.1597629,"S, X, Ka",Parabolic Dish,366.0
SpaceX Arbuckle,SpaceX,Company,"Arbuckle, California, USA",39.0239491,-122.0645437,Ka,Phased Array,37.0
Redmond Ground Station,BlackSky,Company,"Redmond, WA, USA",47.6739881,-122.121512,"S, X",Parabolic Dish,15.0
MXL Ground Station (University of Michigan),University of Michigan - Michigan Exploration Laboratory (MXL),University,"Ann Arbor, Michigan, USA",42.277145,-83.7382071,,Yagi-Uda,276.0
UNAM Ground Station,Universidad Nacional Autónoma de México (UNAM),University,"Mexico City, Mexico",19.332795,-99.1876103,,S/X-band,2290.0
University of Nairobi Ground Station,University of Nairobi,University,"Nairobi, Kenya",-1.2777341,36.8124098,"UHF, VHF",Unknown,1672.0
RAL Space Ground Station (Rutherford Appleton Laboratory),RAL Space,Research Institution,"Harwell, Oxfordshire, England, UK",51.576477,-1.3102346,"S, X",Parabolic Dish,123.0
University of Jordan Ground Station (Likely for Atmospheric Research),University of Jordan,University,"Amman, Jordan, Department of Physics, University of Jordan",32.012632,35.874172,,Unknown,998.0
UNal Geophysics Group Station,Universidad Nacional de Colombia (UNal),University,"Marambio Base, Antarctica (Colombian Geophysical station engineered and built by UNal)",-64.2410801,-56.6250159,,unknown,0.0
ESOC-2,ESA,Space Agency,"Darmstadt, Germany (ESOC)",49.8708073,8.6227563,UHF,Polarized Antenna,130.0
White Sands Ground Station,NASA,Space Agency,"White Sands, New Mexico, USA",32.3842202,-106.491868,"S, X, Ka",Parabolic Dish,1322.0
Alaska 1,ASF,University,"Alaska, USA",61.8009332,-147.5600029,"S, X",Parabolic Dish,0.0
Kiruna Station (KIR1),ESA,Space Agency,"Kiruna, Sweden",67.8683523,20.1994826,"S, X",Parabolic Dish,550.0
Weilheim Ground Station,DLR,Space Agency,"Weilheim, Germany",47.8451838,11.1432653,"S, X, Ka",Parabolic Dish,563.0
